dataset,role,text,context,relation,entity_type,db,id,name,score,matched,n_candidates,error
chemprot,head,OATP-C,"100 micromol/L rifampicin inhibited OATP-C- and OATP8-, OATP-B- and OATP-A-mediated BSP uptake by 66%, 96%, 25%, and 49%, respectively.",CPR:4,,HGNC,10959,SLCO1B1,0.5555555555555556,True,1,
chemprot,tail,OATP8,"100 micromol/L rifampicin inhibited OATP-C- and OATP8-, OATP-B- and OATP-A-mediated BSP uptake by 66%, 96%, 25%, and 49%, respectively.",CPR:4,,HGNC,10961,SLCO1B3,0.5555555555555556,True,1,
chemprot,head,heat shock proteins (HSPs,Induction of heat shock proteins (HSPs) by sodium arsenite in cultured astrocytes and reduction of hydrogen peroxide-induced cell death.,CPR:3,,,,,0.0,False,0,
chemprot,tail,heat shock proteins,Induction of heat shock proteins (HSPs) by sodium arsenite in cultured astrocytes and reduction of hydrogen peroxide-induced cell death.,CPR:3,,MESH,D006360,Heat-Shock Proteins,0.5400948258091115,True,1,
chemprot,head,mitochondrial,"Nine mammalian pyridoxal 5'-phosphate (PLP)-containing enzymes catalyze cysteine S-conjugate beta-lyase reactions, including mitochondrial aspartate aminotransferase (mitAspAT), and mitochondrial branched-chain amino acid aminotransferase (BCAT(m)).",CPR:6,,MESH,D050259,"Genes, Mitochondrial",0.5555555555555556,True,1,
chemprot,tail,mitochondrial,"Nine mammalian pyridoxal 5'-phosphate (PLP)-containing enzymes catalyze cysteine S-conjugate beta-lyase reactions, including mitochondrial aspartate aminotransferase (mitAspAT), and mitochondrial branched-chain amino acid aminotransferase (BCAT(m)).",CPR:6,,MESH,D050259,"Genes, Mitochondrial",0.5555555555555556,True,1,
chemprot,head,alpha(1L)-adrenoceptor,"In prostate, an important role of the alpha(1L)-adrenoceptor is suggested in the smooth muscle contraction mediated by alpha(1)-adrenoceptors.",other,,,,,0.0,False,0,
chemprot,tail,alpha(1)-adrenoceptors,"In prostate, an important role of the alpha(1L)-adrenoceptor is suggested in the smooth muscle contraction mediated by alpha(1)-adrenoceptors.",other,,,,,0.0,False,0,
chemprot,head,pyridoxal,"Nine mammalian pyridoxal 5'-phosphate (PLP)-containing enzymes catalyze cysteine S-conjugate beta-lyase reactions, including mitochondrial aspartate aminotransferase (mitAspAT), and mitochondrial branched-chain amino acid aminotransferase (BCAT(m)).",CPR:3,,CHEBI,CHEBI:17310,pyridoxal,0.7777777777777778,True,1,
chemprot,tail,pyridoxal 5'-phosphate,"Nine mammalian pyridoxal 5'-phosphate (PLP)-containing enzymes catalyze cysteine S-conjugate beta-lyase reactions, including mitochondrial aspartate aminotransferase (mitAspAT), and mitochondrial branched-chain amino acid aminotransferase (BCAT(m)).",CPR:3,,CHEBI,CHEBI:18405,pyridoxal 5'-phosphate,0.7777777777777778,True,2,
chemprot,head,beta-thromboglobulin,"Coagulation profile was examined (bleeding time, platelet count, prothrombin time (PT), activated partial thromboplastin time (aPTT), plasminogen, beta-thromboglobulin and fibrinogen).",other,,MESH,D001620,beta-Thromboglobulin,0.7715934858792002,True,2,
chemprot,tail,fibrinogen,"Coagulation profile was examined (bleeding time, platelet count, prothrombin time (PT), activated partial thromboplastin time (aPTT), plasminogen, beta-thromboglobulin and fibrinogen).",other,,FPLX,Fibrinogen,Fibrinogen,1.0,True,2,
chemprot,head,uncoupling protein-3,Impaired expression of the uncoupling protein-3 gene in skeletal muscle during lactation: fibrates and troglitazone reverse lactation-induced downregulation of the uncoupling protein-3 gene.,CPR:6,,HGNC,12519,UCP3,0.7623170480313337,True,1,
chemprot,tail,troglitazone,Impaired expression of the uncoupling protein-3 gene in skeletal muscle during lactation: fibrates and troglitazone reverse lactation-induced downregulation of the uncoupling protein-3 gene.,CPR:6,,CHEBI,CHEBI:9753,troglitazone,0.7777777777777778,True,1,
chemprot,head,prothrombin,"Coagulation profile was examined (bleeding time, platelet count, prothrombin time (PT), activated partial thromboplastin time (aPTT), plasminogen, beta-thromboglobulin and fibrinogen).",CPR:4,,CHEBI,CHEBI:8583,Prothrombin,0.7623170480313337,True,2,
chemprot,tail,thromboplastin,"Coagulation profile was examined (bleeding time, platelet count, prothrombin time (PT), activated partial thromboplastin time (aPTT), plasminogen, beta-thromboglobulin and fibrinogen).",CPR:4,,HGNC,3541,F3,0.5400948258091115,True,1,
chemprot,head,NQO1,"This activity, like NQO1, was inhibited by dicoumarol and immunologically related to NQO1.",other,,HGNC,2874,NQO1,0.7777777777777778,True,1,
chemprot,tail,dicoumarol,"This activity, like NQO1, was inhibited by dicoumarol and immunologically related to NQO1.",other,,CHEBI,CHEBI:4513,dicoumarol,0.7777777777777778,True,1,
chemprot,head,NADH-->UQ,"Fibroblast cultures from the patient exhibited severe reduction of the rotenone-sensitive NADH-->UQ oxidoreductase activity of complex I, which was insensitive to cAMP stimulation.",CPR:4,,,,,0.0,False,0,
chemprot,tail,NADH-->UQ,"Fibroblast cultures from the patient exhibited severe reduction of the rotenone-sensitive NADH-->UQ oxidoreductase activity of complex I, which was insensitive to cAMP stimulation.",CPR:4,,,,,0.0,False,0,
chemprot,head,epinephrine,"As reported previously, loss of G(i2)alpha or G(z)alpha inhibited aggregation in response to ADP and epinephrine, respectively, producing defects that could not be reversed by adding an adenylyl cyclase inhibitor.",CPR:3,,CHEBI,CHEBI:28918,(R)-adrenaline,0.5555555555555556,True,1,
chemprot,tail,G(i2)alpha,"As reported previously, loss of G(i2)alpha or G(z)alpha inhibited aggregation in response to ADP and epinephrine, respectively, producing defects that could not be reversed by adding an adenylyl cyclase inhibitor.",CPR:3,,,,,0.0,False,0,
chemprot,head,NDUFS4,A nonsense mutation in the NDUFS4 gene encoding the 18 kDa (AQDQ) subunit of complex I abolishes assembly and activity of the complex in a patient with Leigh-like syndrome.,CPR:9,,HGNC,7711,NDUFS4,0.7777777777777778,True,1,
chemprot,tail,18 kDa,A nonsense mutation in the NDUFS4 gene encoding the 18 kDa (AQDQ) subunit of complex I abolishes assembly and activity of the complex in a patient with Leigh-like syndrome.,CPR:9,,,,,0.0,False,0,
chemprot,head,thioacyl halide,"Most halogenated cysteine S-conjugates are metabolized by cysteine S-conjugate beta-lyases to pyruvate, ammonia, and an alpha-chloroenethiolate (with DCVC) or an alpha-difluoroalkylthiolate (with TFEC) that may eliminate halide to give a thioacyl halide, which reacts with epsilon-amino groups of lysine residues in proteins.",CPR:3,,,,,0.0,False,0,
chemprot,tail,lysine,"Most halogenated cysteine S-conjugates are metabolized by cysteine S-conjugate beta-lyases to pyruvate, ammonia, and an alpha-chloroenethiolate (with DCVC) or an alpha-difluoroalkylthiolate (with TFEC) that may eliminate halide to give a thioacyl halide, which reacts with epsilon-amino groups of lysine residues in proteins.",CPR:3,,CHEBI,CHEBI:25094,lysine,0.7777777777777778,True,2,
chemprot,head,COX,"Accordingly, docking of different COX inhibitors, including selective and non-selective ligands: rofecoxib, ketoprofen, suprofen, carprofen, zomepirac, indomethacin, diclofenac and meclofenamic acid were undertaken using the AMBER program.",CPR:3,,HGNC,2294,COX8A,0.5555555555555556,True,2,
chemprot,tail,diclofenac,"Accordingly, docking of different COX inhibitors, including selective and non-selective ligands: rofecoxib, ketoprofen, suprofen, carprofen, zomepirac, indomethacin, diclofenac and meclofenamic acid were undertaken using the AMBER program.",CPR:3,,CHEBI,CHEBI:47381,diclofenac,0.7777777777777778,True,1,
chemprot,head,factor XIa,"Activated coagulation factor XI (factor XIa) proteolytically cleaves its substrate, factor IX, in an interaction requiring the factor XI A3 domain (Sun, Y., and Gailani, D. (1996) J. Biol.",other,,MESH,D015945,Factor XIa,0.7715934858792002,True,1,
chemprot,tail,factor IX,"Activated coagulation factor XI (factor XIa) proteolytically cleaves its substrate, factor IX, in an interaction requiring the factor XI A3 domain (Sun, Y., and Gailani, D. (1996) J. Biol.",other,,HGNC,3551,F9,0.549371263656978,True,1,
chemprot,head,alpha-chloroenethiolate,"Most halogenated cysteine S-conjugates are metabolized by cysteine S-conjugate beta-lyases to pyruvate, ammonia, and an alpha-chloroenethiolate (with DCVC) or an alpha-difluoroalkylthiolate (with TFEC) that may eliminate halide to give a thioacyl halide, which reacts with epsilon-amino groups of lysine residues in proteins.",CPR:3,,,,,0.0,False,0,
chemprot,tail,lysine,"Most halogenated cysteine S-conjugates are metabolized by cysteine S-conjugate beta-lyases to pyruvate, ammonia, and an alpha-chloroenethiolate (with DCVC) or an alpha-difluoroalkylthiolate (with TFEC) that may eliminate halide to give a thioacyl halide, which reacts with epsilon-amino groups of lysine residues in proteins.",CPR:3,,CHEBI,CHEBI:25094,lysine,0.7777777777777778,True,2,
chemprot,head,delta-aminolevulinate,"Activity of the mutant delta-aminolevulinate synthase protein expressed in vitro was 15.1% compared with the normal control, but was increased up to 34.5% by the addition of pyridoxal 5'-phosphate, consistent with the clinical response of the patient to pyridoxine treatment.",CPR:4,,,,,0.0,False,0,
chemprot,tail,delta-aminolevulinate,"Activity of the mutant delta-aminolevulinate synthase protein expressed in vitro was 15.1% compared with the normal control, but was increased up to 34.5% by the addition of pyridoxal 5'-phosphate, consistent with the clinical response of the patient to pyridoxine treatment.",CPR:4,,,,,0.0,False,0,
chemprot,head,PSA,"The levels of PSA mRNA decreased 56 and 90% when LNCaP cells were treated with 5 and 10 microM of estramustine, respectively (IC50 = 10.97 +/- 1.68 microM).",CPR:4,,HGNC,19129,PSAT1,0.5555555555555556,True,5,
chemprot,tail,estramustine,"The levels of PSA mRNA decreased 56 and 90% when LNCaP cells were treated with 5 and 10 microM of estramustine, respectively (IC50 = 10.97 +/- 1.68 microM).",CPR:4,,CHEBI,CHEBI:4868,estramustine,0.7777777777777778,True,1,
chemprot,head,enoyl-CoA hydratase,Fenofibrate and GW2331 induced expression of acyl-coenzyme A (CoA) oxidase and enoyl-CoA hydratase and reduced apolipoprotein C-III and phosphoenolpyruvate carboxykinase mRNAs.,CPR:6,,MESH,D004746,Enoyl-CoA Hydratase,0.7715934858792002,True,1,
chemprot,tail,enoyl-CoA hydratase,Fenofibrate and GW2331 induced expression of acyl-coenzyme A (CoA) oxidase and enoyl-CoA hydratase and reduced apolipoprotein C-III and phosphoenolpyruvate carboxykinase mRNAs.,CPR:6,,MESH,D004746,Enoyl-CoA Hydratase,0.7715934858792002,True,1,
chemprot,head,geldanamycin,The Hsp90-specific inhibitor geldanamycin selectively disrupts kinase-mediated signaling events of T-lymphocyte activation.,CPR:3,,CHEBI,CHEBI:5292,geldanamycin,0.7777777777777778,True,1,
chemprot,tail,Hsp90-specific,The Hsp90-specific inhibitor geldanamycin selectively disrupts kinase-mediated signaling events of T-lymphocyte activation.,CPR:3,,,,,0.0,False,0,
chemprot,head,Nomega-nitro-L-arginine methyl ester,"Nicotine caused a contraction of the rat coronary artery in the presence of Nomega-nitro-L-arginine methyl ester (L-NAME) and arachidonic acid, and did not in the absence of these agents.",CPR:3,,,,,0.0,False,0,
chemprot,tail,L-NAME,"Nicotine caused a contraction of the rat coronary artery in the presence of Nomega-nitro-L-arginine methyl ester (L-NAME) and arachidonic acid, and did not in the absence of these agents.",CPR:3,,CHEBI,CHEBI:7549,N(gamma)-nitro-L-arginine methyl ester,0.5555555555555556,True,1,
chemprot,head,propargylamines,Long-term administration of propargylamines to rats increased the activities of antioxidative enzymes superoxide dismutase (SOD) and catalase in the brain regions containing dopamine neurons.,CPR:3,,MESH,C009054,propargylamine,0.7777777777777778,True,1,
chemprot,tail,superoxide dismutase (SOD,Long-term administration of propargylamines to rats increased the activities of antioxidative enzymes superoxide dismutase (SOD) and catalase in the brain regions containing dopamine neurons.,CPR:3,,,,,0.0,False,0,
chemprot,head,ICI,"Preclinical and clinical studies show that fulvestrant and ICI 164,384 are more potent than tamoxifen in inhibiting the growth of breast cancer cells.",CPR:9,,,,,0.0,False,0,
chemprot,tail,tamoxifen,"Preclinical and clinical studies show that fulvestrant and ICI 164,384 are more potent than tamoxifen in inhibiting the growth of breast cancer cells.",CPR:9,,CHEBI,CHEBI:41774,tamoxifen,1.0,True,1,
chemprot,head,PGI(2)-stimulated,"Loss of either G(z)alpha or G(i2)alpha impaired the ability of ADP and epinephrine to inhibit PGI(2)-stimulated adenylyl cyclase activity and caused a 40%-50% rise in basal cAMP levels, whereas loss of G(i3)alpha did not.",CPR:3,,,,,0.0,False,0,
chemprot,tail,G(i3)alpha,"Loss of either G(z)alpha or G(i2)alpha impaired the ability of ADP and epinephrine to inhibit PGI(2)-stimulated adenylyl cyclase activity and caused a 40%-50% rise in basal cAMP levels, whereas loss of G(i3)alpha did not.",CPR:3,,,,,0.0,False,0,
chemprot,head,PBZ,"These differences from the horse might be the result of: (a) the presence in equine biological fluids of higher concentrations than in calves of the active PBZ metabolite, OPBZ; (b) a greater degree of binding of PBZ to plasma protein in calves; (c) species differences in the sensitivity to PBZ of the cyclo-oxygenase (COX) isoenzymes, COX-1 and COX-2 or; (d) a combination of these factors.",CPR:3,,,,,0.0,False,0,
chemprot,tail,cyclo-oxygenase,"These differences from the horse might be the result of: (a) the presence in equine biological fluids of higher concentrations than in calves of the active PBZ metabolite, OPBZ; (b) a greater degree of binding of PBZ to plasma protein in calves; (c) species differences in the sensitivity to PBZ of the cyclo-oxygenase (COX) isoenzymes, COX-1 and COX-2 or; (d) a combination of these factors.",CPR:3,,MESH,D011451,Prostaglandin-Endoperoxide Synthases,0.549165120593692,True,1,
chemprot,head,beta-glucuronidase,"The higher concentrations in calves were insufficient to inhibit significantly exudate prostaglandin E2 (PGE2), leukotriene B4 (LTB4) and beta-glucuronidase concentrations and exudate leucocyte numbers, serum thromboxane B2 (TxB2), and bradykinin-induced skin swelling.",other,,HGNC,4696,GUSB,0.549371263656978,True,1,
chemprot,tail,TxB2,"The higher concentrations in calves were insufficient to inhibit significantly exudate prostaglandin E2 (PGE2), leukotriene B4 (LTB4) and beta-glucuronidase concentrations and exudate leucocyte numbers, serum thromboxane B2 (TxB2), and bradykinin-induced skin swelling.",other,,CHEBI,CHEBI:28728,thromboxane B2,0.5023706452277881,True,1,
chemprot,head,Fibrates,"Fibrates bind to the peroxisome proliferator-activated receptor (PPAR)-alpha, and thiazolidinediones are ligands of PPAR-gamma.",CPR:4,,,,,0.0,False,0,
chemprot,tail,peroxisome,"Fibrates bind to the peroxisome proliferator-activated receptor (PPAR)-alpha, and thiazolidinediones are ligands of PPAR-gamma.",CPR:4,,GO,GO:0005777,peroxisome,0.7777777777777778,True,1,
chemprot,head,IKK-alpha,The direct effect of sulfasalazine on IkappaB kinase (IKK) activity was investigated using purified recombinant IKK-alpha and -beta proteins.,CPR:6,,HGNC,1974,CHUK,0.9997938569367142,True,1,
chemprot,tail,IKK-alpha and -beta,The direct effect of sulfasalazine on IkappaB kinase (IKK) activity was investigated using purified recombinant IKK-alpha and -beta proteins.,CPR:6,,,,,0.0,False,0,
chemprot,head,AMPK alpha2,The increase in AMPK alpha2 activity was likely due to a change in muscle energy status because ATP and phosphocreatine concentrations were lower after metformin treatment.,CPR:3,,,,,0.0,False,0,
chemprot,tail,metformin,The increase in AMPK alpha2 activity was likely due to a change in muscle energy status because ATP and phosphocreatine concentrations were lower after metformin treatment.,CPR:3,,CHEBI,CHEBI:6801,metformin,1.0,True,1,
chemprot,head,OATP-C,"100 micromol/L rifampicin inhibited OATP-C- and OATP8-, OATP-B- and OATP-A-mediated BSP uptake by 66%, 96%, 25%, and 49%, respectively.",other,,HGNC,10959,SLCO1B1,0.5555555555555556,True,1,
chemprot,tail,BSP,"100 micromol/L rifampicin inhibited OATP-C- and OATP8-, OATP-B- and OATP-A-mediated BSP uptake by 66%, 96%, 25%, and 49%, respectively.",other,,HGNC,5341,IBSP,0.5555555555555556,True,1,
chemprot,head,magnesium,"Different forms of therapy, potassium and magnesium substitution, spironolactone and indomethacin failed to fully correct hypokalemia and hypomagnesemia, but markedly improved growth velocity and normalized IGF-I levels in the three patients with short stature.",CPR:4,,CHEBI,CHEBI:25107,magnesium atom,0.5555555555555556,True,1,
chemprot,tail,IGF-I,"Different forms of therapy, potassium and magnesium substitution, spironolactone and indomethacin failed to fully correct hypokalemia and hypomagnesemia, but markedly improved growth velocity and normalized IGF-I levels in the three patients with short stature.",CPR:4,,HGNC,5464,IGF1,1.0,True,1,
chemprot,head,hydromorphone,The rank order of efficacy of the agonists was fentanyl = hydromorphone = beta-endorphin > etorphine = lofentanil = butorphanol = morphine = nalbuphine = nalorphine > cyclazocine = dezocine = metazocine >or= xorphanol.,CPR:3,,CHEBI,CHEBI:5790,hydromorphone,0.7777777777777778,True,1,
chemprot,tail,dezocine,The rank order of efficacy of the agonists was fentanyl = hydromorphone = beta-endorphin > etorphine = lofentanil = butorphanol = morphine = nalbuphine = nalorphine > cyclazocine = dezocine = metazocine >or= xorphanol.,CPR:3,,CHEBI,CHEBI:4474,dezocine,0.7777777777777778,True,1,
chemprot,head,SB,"), attenuated the antitussive effects of codeine or SB 227122, indicating that the antitussive activity of both compounds is opioid receptor-mediated.",CPR:4,,CHEBI,CHEBI:30513,antimony atom,0.5394763966192538,True,1,
chemprot,tail,SB 227122,"), attenuated the antitussive effects of codeine or SB 227122, indicating that the antitussive activity of both compounds is opioid receptor-mediated.",CPR:4,,MESH,C404151,SB 227122,0.7777777777777778,True,1,
chemprot,head,kinases,"Moreover, geldanamycin decreases the amount and phosphorylation of Lck and Raf-1 kinases and prevents activation of the extracellular signal regulated kinase (ERK)-2 kinase.",other,,MESH,D010770,Phosphotransferases,0.5400948258091115,True,1,
chemprot,tail,extracellular signal regulated kinase (ERK)-2,"Moreover, geldanamycin decreases the amount and phosphorylation of Lck and Raf-1 kinases and prevents activation of the extracellular signal regulated kinase (ERK)-2 kinase.",other,,,,,0.0,False,0,
chemprot,head,dicoumarol,"Among the various enzymes, dicoumarol inhibitable cytosolic NAD(P)H:quinone oxidoreductase1 (NQO1) was shown to catalyse bioreductive activation of MMC leading to cross-linking of the DNA and cytotoxicity.",CPR:4,,CHEBI,CHEBI:4513,dicoumarol,0.7777777777777778,True,1,
chemprot,tail,NAD(P)H:quinone,"Among the various enzymes, dicoumarol inhibitable cytosolic NAD(P)H:quinone oxidoreductase1 (NQO1) was shown to catalyse bioreductive activation of MMC leading to cross-linking of the DNA and cytotoxicity.",CPR:4,,,,,0.0,False,0,
chemprot,head,human recombinant interleukin-5,"Eosinophils were isolated from peripheral blood, treated with either buffer or 10(-)10 M to 10(-)6 M FP in the presence of 10 pg/ml human recombinant interleukin-5 (rhIL-5) and activated with formyl-met-leu-phe (FMLP) + cytochalasin B (CB).",CPR:3,,,,,0.0,False,0,
chemprot,tail,FMLP,"Eosinophils were isolated from peripheral blood, treated with either buffer or 10(-)10 M to 10(-)6 M FP in the presence of 10 pg/ml human recombinant interleukin-5 (rhIL-5) and activated with formyl-met-leu-phe (FMLP) + cytochalasin B (CB).",CPR:3,,HGNC,3826,FPR1,0.5555555555555556,True,2,
chemprot,head,thromboxane B2,"The higher concentrations in calves were insufficient to inhibit significantly exudate prostaglandin E2 (PGE2), leukotriene B4 (LTB4) and beta-glucuronidase concentrations and exudate leucocyte numbers, serum thromboxane B2 (TxB2), and bradykinin-induced skin swelling.",CPR:3,,CHEBI,CHEBI:28728,thromboxane B2,0.7777777777777778,True,2,
chemprot,tail,bradykinin-induced,"The higher concentrations in calves were insufficient to inhibit significantly exudate prostaglandin E2 (PGE2), leukotriene B4 (LTB4) and beta-glucuronidase concentrations and exudate leucocyte numbers, serum thromboxane B2 (TxB2), and bradykinin-induced skin swelling.",CPR:3,,,,,0.0,False,0,
chemprot,head,"ICI 164,384","Preclinical and clinical studies show that fulvestrant and ICI 164,384 are more potent than tamoxifen in inhibiting the growth of breast cancer cells.",CPR:3,,CHEBI,CHEBI:40710,ICI-164384,0.5555555555555556,True,1,
chemprot,tail,tamoxifen,"Preclinical and clinical studies show that fulvestrant and ICI 164,384 are more potent than tamoxifen in inhibiting the growth of breast cancer cells.",CPR:3,,CHEBI,CHEBI:41774,tamoxifen,1.0,True,1,
chemprot,head,human,"Practical asymmetric synthesis of aprepitant, a potent human NK-1 receptor antagonist, via a stereoselective Lewis acid-catalyzed trans acetalization reaction.",CPR:4,,MESH,D006801,Humans,0.5400948258091115,True,1,
chemprot,tail,human NK-1 receptor,"Practical asymmetric synthesis of aprepitant, a potent human NK-1 receptor antagonist, via a stereoselective Lewis acid-catalyzed trans acetalization reaction.",CPR:4,,,,,0.0,False,0,
chemprot,head,ajmaline,"METHODS AND RESULTS: The effect of intravenous ajmaline (1 mg/kg), procainamide (10 mg/kg), or flecainide (2 mg/kg) on the ECG was studied in 34 patients with the syndrome and transient normalization of the ECG (group A), 11 members of 3 families in whom a SCN5A mutation was associated with the syndrome and 8 members in whom it was not (group B), and 53 control subjects (group C).",CPR:4,,CHEBI,CHEBI:28462,ajmaline,0.7777777777777778,True,2,
chemprot,tail,SCN5A,"METHODS AND RESULTS: The effect of intravenous ajmaline (1 mg/kg), procainamide (10 mg/kg), or flecainide (2 mg/kg) on the ECG was studied in 34 patients with the syndrome and transient normalization of the ECG (group A), 11 members of 3 families in whom a SCN5A mutation was associated with the syndrome and 8 members in whom it was not (group B), and 53 control subjects (group C).",CPR:4,,HGNC,10593,SCN5A,0.7777777777777778,True,1,
chemprot,head,AE2,"Indeed, expression of the Cl(-)/ HCO(3)(-) exchanger AE2 was enhanced suggesting that this transporter compensates for the loss of functional Na(+)/K(+)/2Cl(-) cotransporter.",other,,HGNC,11028,SLC4A2,0.5478941984774715,True,2,
chemprot,tail,Na(+)/K(+)/2Cl(-) cotransporter,"Indeed, expression of the Cl(-)/ HCO(3)(-) exchanger AE2 was enhanced suggesting that this transporter compensates for the loss of functional Na(+)/K(+)/2Cl(-) cotransporter.",other,,,,,0.0,False,0,
chemprot,head,human organic anion transporting polypeptide A (SLC21A3,"In complementary RNA (cRNA)-injected Xenopus laevis oocytes, rifamycin SV (10 micromol/L) cis-inhibited human organic anion transporting polypeptide C (SLC21A6) (OATP-C), human organic anion transporting polypeptide 8 (SLC21A8) (OATP8), human organic anion transporting polypeptide B (SLC21A9) (OATP-B), and human organic anion transporting polypeptide A (SLC21A3) (OATP-A) mediated BSP uptake by 69%, 79%, 89%, and 57%, respectively, as compared with uptake into control oocytes.",CPR:4,,,,,0.0,False,0,
chemprot,tail,OATP-A,"In complementary RNA (cRNA)-injected Xenopus laevis oocytes, rifamycin SV (10 micromol/L) cis-inhibited human organic anion transporting polypeptide C (SLC21A6) (OATP-C), human organic anion transporting polypeptide 8 (SLC21A8) (OATP8), human organic anion transporting polypeptide B (SLC21A9) (OATP-B), and human organic anion transporting polypeptide A (SLC21A3) (OATP-A) mediated BSP uptake by 69%, 79%, 89%, and 57%, respectively, as compared with uptake into control oocytes.",CPR:4,,HGNC,10956,SLCO1A2,0.5555555555555556,True,1,
chemprot,head,acetylcholine,Long-chain alkanols are general anesthetics which can also act as uncharged noncompetitive inhibitors of the peripheral nicotinic acetylcholine receptor (AChR) by binding to one or more specific sites on the AChR.,CPR:3,,CHEBI,CHEBI:15355,acetylcholine,0.7777777777777778,True,1,
chemprot,tail,AChR,Long-chain alkanols are general anesthetics which can also act as uncharged noncompetitive inhibitors of the peripheral nicotinic acetylcholine receptor (AChR) by binding to one or more specific sites on the AChR.,CPR:3,,,,,0.0,False,0,
chemprot,head,ICI,"ICI 182,780 (fulvestrant) (Faslodex) and ICI 164,384 are competitive inhibitors of estrogen by binding to the estrogen receptor (ER).",CPR:3,,,,,0.0,False,0,
chemprot,tail,ICI,"ICI 182,780 (fulvestrant) (Faslodex) and ICI 164,384 are competitive inhibitors of estrogen by binding to the estrogen receptor (ER).",CPR:3,,,,,0.0,False,0,
chemprot,head,ERK,"Activation of extracellular signal-related kinase (ERK) 1 and 2, c-Jun-N-terminal kinase (JNK) 1, and p38 was unaffected by sulfasalazine.",other,,FPLX,ERK,ERK,1.0,True,3,
chemprot,tail,ERK) 1 and 2,"Activation of extracellular signal-related kinase (ERK) 1 and 2, c-Jun-N-terminal kinase (JNK) 1, and p38 was unaffected by sulfasalazine.",other,,,,,0.0,False,0,
chemprot,head,G(i3,"From these results we conclude that 1) cAMP levels in circulating platelets reflect ongoing signaling through G(i2), G(z), and IP, but not G(i3); 2) platelet epinephrine (alpha(2A)-adrenergic) and ADP (P2Y12) receptors display strong preferences among G(i) family members with little evidence of redundancy; and 3) these receptor preferences do not extend to G(i3).",other,,,,,0.0,False,0,
chemprot,tail,G(i2,"From these results we conclude that 1) cAMP levels in circulating platelets reflect ongoing signaling through G(i2), G(z), and IP, but not G(i3); 2) platelet epinephrine (alpha(2A)-adrenergic) and ADP (P2Y12) receptors display strong preferences among G(i) family members with little evidence of redundancy; and 3) these receptor preferences do not extend to G(i3).",other,,,,,0.0,False,0,
chemprot,head,G(i2)alpha,"Loss of either G(z)alpha or G(i2)alpha impaired the ability of ADP and epinephrine to inhibit PGI(2)-stimulated adenylyl cyclase activity and caused a 40%-50% rise in basal cAMP levels, whereas loss of G(i3)alpha did not.",CPR:6,,,,,0.0,False,0,
chemprot,tail,ADP,"Loss of either G(z)alpha or G(i2)alpha impaired the ability of ADP and epinephrine to inhibit PGI(2)-stimulated adenylyl cyclase activity and caused a 40%-50% rise in basal cAMP levels, whereas loss of G(i3)alpha did not.",CPR:6,,CHEBI,CHEBI:16761,ADP,1.0,True,4,
chemprot,head,alpha2- versus,Yohimbine is a potent and selective alpha2- versus alpha1-adrenoceptor antagonist.,CPR:3,,,,,0.0,False,0,
chemprot,tail,alpha2- versus alpha1-adrenoceptor,Yohimbine is a potent and selective alpha2- versus alpha1-adrenoceptor antagonist.,CPR:3,,,,,0.0,False,0,
chemprot,head,hydroxyflutamide,"The EC50 values (in microM) were: estramustine phosphate, > 10; estramustine, 3.129 +/- 0.312; estromustine; 2.612 +/- 0.584; estrone, 0.800 +/- 0.090; alpha-estradiol, 1.051 +/- 0.096; beta-estradiol, 0.523 +/- 0.028; bicalutamide, 4.920 +/- 0.361; and hydroxyflutamide, 0.254 +/- 0.012.",CPR:3,,CHEBI,CHEBI:43064,hydroxyflutamide,0.7777777777777778,True,1,
chemprot,tail,phosphate,"The EC50 values (in microM) were: estramustine phosphate, > 10; estramustine, 3.129 +/- 0.312; estromustine; 2.612 +/- 0.584; estrone, 0.800 +/- 0.090; alpha-estradiol, 1.051 +/- 0.096; beta-estradiol, 0.523 +/- 0.028; bicalutamide, 4.920 +/- 0.361; and hydroxyflutamide, 0.254 +/- 0.012.",CPR:3,,CHEBI,CHEBI:26020,phosphate,0.7777777777777778,True,6,
chemprot,head,eicosapentaenoic,"A low toxicity maintenance regime, using eicosapentaenoic acid and readily available drugs, for mantle cell lymphoma and other malignancies with excess cyclin D1 levels.",CPR:9,,,,,0.0,False,0,
chemprot,tail,cyclin D1,"A low toxicity maintenance regime, using eicosapentaenoic acid and readily available drugs, for mantle cell lymphoma and other malignancies with excess cyclin D1 levels.",CPR:9,,HGNC,1582,CCND1,0.7777777777777778,True,1,
chemprot,head,nuclear receptor,"In this study, we investigated the effect of troglitazone, a ligand of the nuclear receptor peroxisome proliferator activated receptor-gamma, on PAI-1 expression and secretion in human adipocytes.",CPR:3,,,,,0.0,False,0,
chemprot,tail,peroxisome proliferator activated receptor-gamma,"In this study, we investigated the effect of troglitazone, a ligand of the nuclear receptor peroxisome proliferator activated receptor-gamma, on PAI-1 expression and secretion in human adipocytes.",CPR:3,,HGNC,9236,PPARG,0.7623170480313337,True,1,
chemprot,head,LTC4,We find that FP causes a decrease in stimulated eosinophil secretion of LTC4 that is regulated by phospholipase A2 (PLA2).,CPR:9,,CHEBI,CHEBI:16978,leukotriene C4,0.5555555555555556,True,1,
chemprot,tail,phospholipase A2,We find that FP causes a decrease in stimulated eosinophil secretion of LTC4 that is regulated by phospholipase A2 (PLA2).,CPR:9,,FPLX,PLA2,PLA2,1.0,True,3,
